Node,Eigenvector Centrality
10.1002/cne.901670402,5.219120361240725e-18
10.1111/j.1471-4159.1980.tb11223.x,5.219120361240725e-18
10.1111/j.1471-4159.1980.tb07883.x,5.219120361240725e-18
10.1016/0006-8993(74)90349-7,5.219120361240725e-18
10.1093/brain/99.3.459,5.219120361240725e-18
10.1126/science.6803359,2.4067199039897372e-05
10.1016/0091-3057(80)90194-x,5.219120361240725e-18
10.1148/114.1.89,5.219120361240725e-18
10.1016/0006-8993(82)91133-7,5.219120361240725e-18
10.1212/wnl.27.11.1087,5.219120361240725e-18
10.1002/ana.410130304,5.219120361240725e-18
10.1126/science.1114317,5.219120361240725e-18
10.1126/science.32620,5.219120361240725e-18
10.1212/wnl.32.2.164,5.219120361240725e-18
10.1016/s0140-6736(78)91721-x,5.219120361240725e-18
10.1002/cne.902000202,5.219120361240725e-18
10.1016/0306-4522(80)90195-5,5.219120361240725e-18
10.1016/0006-8993(76)90385-1,5.219120361240725e-18
5328390,5.219120361240725e-18
10.1016/s0140-6736(78)92191-8,5.219120361240725e-18
10.1016/s0140-6736(79)90454-9,5.219120361240725e-18
10.1016/0006-8993(75)90178-x,5.219120361240725e-18
10.1016/0306-4522(82)90200-7,5.219120361240725e-18
10.1016/0306-4522(81)90064-6,5.219120361240725e-18
10.1056/nejm198009043031019,5.219120361240725e-18
10.1002/ana.410060409,5.219120361240725e-18
10.1002/ana.410060307,5.219120361240725e-18
10.1176/ajp.138.6.829,5.219120361240725e-18
6172572,5.219120361240725e-18
7346577,5.219120361240725e-18
10.1126/science.7046051,5.219120361240725e-18
10.1016/s0140-6736(80)92428-9,5.219120361240725e-18
10.1016/0006-8993(80)90795-7,5.219120361240725e-18
720637,5.219120361240725e-18
10.1016/0304-3940(80)90177-9,5.219120361240725e-18
10.1523/jneurosci.01-12-01361.1981,5.219120361240725e-18
10.1016/0006-8993(80)91117-8,5.219120361240725e-18
10.1001/archpsyc.1978.01770270127013,5.219120361240725e-18
10.1136/bmj.282.6258.93,5.219120361240725e-18
10.1038/263244a0,5.219120361240725e-18
10.1126/science.351807,5.219120361240725e-18
10.1016/0022-510x(81)90123-4,5.219120361240725e-18
10.1016/0022-510x(80)90048-9,5.219120361240725e-18
10.1212/wnl.26.4.305,5.219120361240725e-18
10.1056/nejm197910253011722,5.219120361240725e-18
7289346,4.4382597749275294e-10
10.1159/000142464,5.219120361240725e-18
10.1038/288279a0,2.945967842662678e-07
10.1038/284515a0,5.219120361240725e-18
10.1111/j.1365-2990.1981.tb00228.x,5.219120361240725e-18
10.1001/archneur.1975.00490510074006,5.219120361240725e-18
10.1016/0028-3908(78)90127-2,5.219120361240725e-18
10.1007/bf01173991,5.219120361240725e-18
10.1007/bf00237760,5.219120361240725e-18
10.1001/archneur.1976.00500040001001,5.219120361240725e-18
10.1146/annurev.ne.03.030180.000453,5.219120361240725e-18
10.1146/annurev.ne.01.030178.001021,5.219120361240725e-18
10.1152/jn.1971.34.3.414,5.219120361240725e-18
10.1007/bf00238896,5.219120361240725e-18
10.1212/wnl.27.8.783,5.219120361240725e-18
10.1192/bjp.138.1.46,5.219120361240725e-18
10.1007/bf01663629,5.219120361240725e-18
10.1093/brain/103.1.179,5.219120361240725e-18
10.1523/jneurosci.01-07-00691.1981,5.219120361240725e-18
10.1002/cne.901020206,5.219120361240725e-18
10.1093/brain/90.3.497,5.219120361240725e-18
10.1111/j.1749-6632.1982.tb26850.x,5.219120361240725e-18
7225483,5.219120361240725e-18
10.1002/ana.410070408,5.219120361240725e-18
10.1002/jnr.490060506,5.219120361240725e-18
10.1002/ana.410100203,5.219120361240725e-18
10.1126/science.351808,5.219120361240725e-18
10.1007/bf00687465,5.219120361240725e-18
10.1073/pnas.76.10.5392,5.219120361240725e-18
10.1056/nejm197908093010614,5.219120361240725e-18
10.1136/bmj.2.6150.1457,5.219120361240725e-18
10.1016/0306-4522(78)90031-3,2.6095601806203626e-18
10.1038/5715,2.6095601806203626e-18
10.1097/00001756-200108080-00018,2.6095601806203626e-18
10.1016/s0002-9440(10)65423-5,1.8266921264342538e-17
10.1016/s0002-9440(10)65416-8,2.6095601806203626e-18
10.1016/s0197-4580(01)00230-5,2.6095601806203626e-18
10.1016/s0197-4580(99)00111-6,2.6095601806203626e-18
10.1016/s0006-8993(02)03476-5,2.6095601806203626e-18
11222652,2.6095601806203626e-18
10.1042/bst0260504,2.6095601806203626e-18
10493755,2.6095601806203626e-18
8386752,7.828680541861087e-18
10.1016/s0301-0082(99)00033-7,2.6095601806203626e-18
10.1016/s0301-0082(99)00023-4,2.6095601806203626e-18
10.1002/ana.410140502,5.152571889467009e-05
10.1016/s0167-8760(00)00097-0,2.6095601806203626e-18
10.1002/cne.902160207,2.6095601806203626e-18
10976641,2.6095601806203626e-18
10.1016/s0304-3940(00)01067-3,2.6095601806203626e-18
10.1016/s0304-3940(99)00847-2,5.219120361240726e-18
10.1007/s004010000320,2.6095601806203626e-18
10090084,2.6095601806203626e-18
8185881,2.6095601806203626e-18
11784797,2.6095601806203626e-18
10.1111/j.1432-1033.1992.tb16884.x,7.828680541861087e-18
10.1016/0076-6879(95)60134-1,7.828680541861087e-18
10.1212/wnl.45.7.1423,7.828680541861087e-18
10.1006/bbrc.1998.8353,7.828680541861087e-18
10.1097/00005072-199409000-00010,2.9230144093748787e-15
10.1176/ajp.153.10.1261,7.828680541861087e-18
10.1007/bf00839971,2.9230144093748787e-15
10.1111/j.1749-6632.1997.tb48473.x,7.828680541861087e-18
10.1017/s0317167100025464,7.828680541861087e-18
10.1017/s0317167100035113,7.828680541861087e-18
10.1016/0006-8993(91)91056-7,7.828680541861087e-18
10.1023/a:1022638013825,7.828680541861087e-18
10.1016/0022-510x(93)90125-i,7.828680541861087e-18
10.1016/0140-6736(93)91269-r,7.828680541861087e-18
10.1016/0197-4580(92)90111-a,7.828680541861087e-18
10.1016/s0042-6989(96)00210-6,7.828680541861087e-18
10.1006/geno.1995.1234,2.9230144093748787e-15
10.1016/0925-4439(95)00127-1,7.828680541861087e-18
10.1016/0197-4580(94)90142-2,7.828680541861087e-18
10.1002/(sici)1097-4547(19960801)45:3<276::aid-jnr9>3.0.co,7.828680541861087e-18
2555458,2.9230144093748787e-15
10.1001/archneur.1994.00540160043007,7.828680541861087e-18
8229076,2.9230144093748787e-15
10.1126/science.271.5254.1423,7.828680541861087e-18
10.1007/bf00318569,7.828680541861087e-18
10.1002/ana.410390317,7.828680541861087e-18
10.1002/(sici)1096-9861(19960909)373:1<139::aid-cne12>3.0.co,7.828680541861087e-18
10.1212/wnl.49.4.907,7.828680541861087e-18
8996205,7.828680541861087e-18
10.1016/0006-8993(87)91107-3,5.219120361240725e-18
2439665,6.115973316420472e-10
10.1023/a:1027380331807,5.219120361240725e-18
10.1016/1050-1738(95)00129-8,5.219120361240725e-18
10.1016/0006-8993(87)91553-8,5.219120361240725e-18
10.1001/archneur.1990.00530070043010,5.219120361240725e-18
1648602,2.9204048491942585e-15
10.1016/0006-8993(95)01517-5,5.219120361240725e-18
10.3109/00207459309000559,5.219120361240725e-18
10.1046/j.1471-4159.1996.66041742.x,5.219120361240725e-18
10.1016/s0005-2728(98)00114-5,9.916328686357377e-17
10.1523/jneurosci.13-05-01805.1993,5.219120361240725e-18
10.1038/jcbfm.1991.44,5.219120361240725e-18
10.1523/jneurosci.14-09-05338.1994,5.219120361240725e-18
10.1016/0165-0173(90)90004-8,5.219120361240725e-18
10.1159/000116984,5.219120361240725e-18
10.1038/jcbfm.1993.58,5.219120361240725e-18
10.1006/nimg.1997.0256,5.219120361240725e-18
10.1006/nimg.1995.1035,5.219120361240725e-18
10.1126/science.283.5407.1493,5.219120361240725e-18
10.1021/j100350a043,5.219120361240725e-18
10.1006/neur.1996.0065,5.219120361240725e-18
8083739,5.219120361240725e-18
10.1016/0006-8993(93)90050-w,2.08764814449629e-17
10.1159/000106700,5.219120361240725e-18
10.1007/978-3-642-75690-0_2,5.219120361240725e-18
10.1006/exnr.1996.0180,5.219120361240725e-18
10.1111/j.1471-4159.1993.tb03516.x,5.219120361240725e-18
10.1126/science.3283936,5.219120361240725e-18
9619151,5.219120361240725e-18
10.1097/00005072-199906000-00008,5.219120361240725e-18
10.2337/diab.44.12.1399,5.219120361240725e-18
10.1176/jnp.2.4.373,5.219120361240725e-18
1772739,5.219120361240725e-18
10.1002/ana.410440414,5.219120361240725e-18
10.1002/ana.410350507,5.219120361240725e-18
10.1016/0006-8993(92)90070-p,5.219120361240725e-18
10.1523/jneurosci.11-07-01942.1991,5.219120361240725e-18
10.1176/ajp.156.3.470,5.219120361240725e-18
10.1046/j.1471-4159.1999.0720751.x,5.219120361240725e-18
2898165,5.219120361240725e-18
10.1016/0006-8993(93)90987-x,5.219120361240725e-18
10.1002/ana.410170315,5.219120361240725e-18
10.1016/0306-4522(95)00043-i,2.915185728833018e-15
10.1046/j.1471-4159.1994.63010245.x,6.116116022521502e-10
10.1016/0197-4580(95)00034-c,2.915185728833018e-15
10.1016/s0140-6736(94)92028-1,2.9204048491942585e-15
10.1111/j.1749-6632.1996.tb34449.x,2.915185728833018e-15
2477140,2.915185728833018e-15
10.1016/0304-3940(96)12509-x,2.915185728833018e-15
10.1007/bf00970595,2.915185728833018e-15
10.1006/bbrc.1995.2826,2.915185728833018e-15
10.1111/j.1600-0404.1996.tb05868.x,2.915185728833018e-15
10.1007/bf00689592,1.5657361083722175e-17
10.1007/s00428-002-0643-8,1.5657361083722175e-17
10.1006/nbdi.2002.0538,1.5657361083722175e-17
10.1046/j.1471-4159.2003.02157.x,1.5657361083722175e-17
10.1046/j.1471-4159.2001.00130.x,1.5657361083722175e-17
10.1016/s0896-6273(03)00259-9,1.5657361083722175e-17
10.1002/jnr.490210230,1.5657361083722175e-17
10.1016/s0006-8993(00)03176-0,1.5657361083722175e-17
10.1006/exnr.2001.7754,1.5657361083722175e-17
10.1016/s0896-6273(03)00627-5,1.5657361083722175e-17
10.1016/s0002-9440(10)63347-0,1.5657361083722175e-17
10.1016/s0002-9440(10)64085-0,1.5657361083722175e-17
12165795,1.5657361083722175e-17
10.1016/0304-3940(91)90259-v,2.1488430353898384e-09
10.1046/j.1365-2834.2002.00335.x,1.5657361083722175e-17
10.1016/s0166-4328(00)00261-8,1.5657361083722175e-17
10.1016/s0002-9440(10)63421-9,1.5657361083722175e-17
10.1073/pnas.040577797,1.5657361083722175e-17
10.1016/0304-3940(90)90748-x,1.5657361083722175e-17
10.1074/jbc.m000808200,4.697208325116653e-17
10.1152/ajpgi.1998.274.1.g147,1.5657361083722175e-17
10.1002/jnr.20051,1.5657361083722175e-17
10.3233/jad-2003-5207,1.5657361083722175e-17
10.1007/bf00571510,1.5657361083722175e-17
9546359,1.5657361083722175e-17
10.1242/jcs.113.6.975,1.5657361083722175e-17
10.1016/s0002-9440(10)61105-4,1.5657361083722175e-17
1376558,2.5012772484432224e-13
10.1002/glia.440070113,1.8132351173291585e-10
3121602,6.852153956600342e-12
10.1016/0014-5793(94)01445-7,1.3831060007556164e-11
10.1046/j.1471-4159.1995.64031420.x,6.852153956600342e-12
10.1046/j.1471-4159.1994.63041416.x,6.24003485905754e-10
10.1016/0003-9861(88)90020-3,6.852153956600342e-12
2538431,6.852153956600342e-12
3462187,6.852153956600342e-12
10.1016/0014-5793(92)81496-9,6.62093350493415e-09
10.1016/0014-5793(94)01383-c,6.852153956600342e-12
10.1016/0003-2697(76)90571-6,6.852153956600342e-12
1429606,5.385194517238174e-09
10.1111/j.1471-4159.1993.tb09811.x,6.852185271322508e-12
1587865,6.254284177452052e-10
1639808,6.852153956600342e-12
10.1016/0304-419x(92)90012-n,6.852153956600342e-12
10.1007/bf00925955,6.852153956600342e-12
8226879,1.230058230075393e-09
2914940,6.852153956600342e-12
8419321,6.187603098512506e-10
10.1016/0014-5793(93)81066-9,3.854939059308351e-09
10.1097/00005072-199411000-00008,2.9412813306392216e-15
9403713,2.9412813306392216e-15
10.1016/s0002-9440(10)63962-4,2.9412813306392216e-15
10.1097/00005072-199708000-00007,2.9412813306392216e-15
3133453,6.116002677042576e-10
10.1097/00005072-199712000-00006,2.9412813306392216e-15
10.1097/00005072-199905000-00003,2.9412813306392216e-15
10.1046/j.1365-2990.1996.2298022.x,2.9412813306392216e-15
8866779,2.9412813306392216e-15
10.1097/00005072-199909000-00012,2.9412813306392216e-15
10.1097/00005072-199904000-00004,2.9412813306392216e-15
10.1038/35065000,2.9412813306392216e-15
10.1074/jbc.274.53.37507,2.9412813306392216e-15
10.1523/jneurosci.08-06-01846.1988,6.116002677042576e-10
10.1016/0197-4580(95)00026-b,3.131472216744435e-17
10.1007/s004010100369,2.595744862017078e-14
10.1093/jnen/59.11.966,3.131472216744435e-17
10.1097/00005072-199911000-00004,3.8068877929049974e-16
10.1016/0304-3940(95)11902-9,6.116087340385047e-10
10.1017/s1041610297004985,3.131472216744435e-17
10.1111/j.1749-6632.1996.tb34410.x,3.131472216744435e-17
10.1007/978-3-7091-6846-2_8,3.131472216744435e-17
10.1016/0006-8993(90)90765-4,4.36161441241196e-09
10.1055/s-0028-1104221,3.131472216744435e-17
10.1007/bf02815006,3.131472216744435e-17
10.1083/jcb.148.4.801,4.17529628899258e-17
10.1038/nn779,4.17529628899258e-17
10.1021/bi0255874,4.17529628899258e-17
10.1002/(sici)1522-2683(19990101)20:4/5<917::aid-elps917>3.0.co,4.17529628899258e-17
10.1073/pnas.111146298,4.17529628899258e-17
10.1523/jneurosci.22-15-06331.2002,4.17529628899258e-17
10.1523/jneurosci.22-05-01532.2002,4.17529628899258e-17
10.1523/jneurosci.21-02-00504.2001,4.17529628899258e-17
9169524,4.17529628899258e-17
10.1523/jneurosci.17-12-04633.1997,4.17529628899258e-17
10.1091/mbc.9.6.1425,4.17529628899258e-17
10.3109/13506129908993283,4.17529628899258e-17
10.1385/cbb:36:2-3:191,4.17529628899258e-17
10.1126/science.1065983,4.17529628899258e-17
11160430,4.17529628899258e-17
11880483,4.17529628899258e-17
12151510,4.436252307054616e-17
10.1073/pnas.0408500102,4.067843810967034e-16
15709478,2.08764814449629e-17
10.1523/jneurosci.3432-04.2004,2.348604162558326e-17
10.1074/jbc.m500997200,2.348604162558326e-17
10.1385/jmn:20:3:305,2.08764814449629e-17
10.1021/bi034652m,2.348604162558326e-17
10.1021/bi030029q,2.08764814449629e-17
10.1038/nn1372,2.348604162558326e-17
10.1007/0-387-23226-5_8,2.08764814449629e-17
10.1038/nm1234,2.08764814449629e-17
10.1002/j.1460-2075.1992.tb05271.x,1.5657361083722175e-17
8978681,6.26294443348887e-17
10.1126/science.281.5383.1671,1.5657361083722175e-17
10.1042/bj3330011,1.5657361083722175e-17
10.1111/j.1432-1033.1996.00796.x,1.5657361083722175e-17
10.1073/pnas.94.14.7337,1.5657361083722175e-17
10.1074/jbc.272.17.11057,1.5657361083722175e-17
10.1093/emboj/16.23.7045,1.5657361083722175e-17
10.1073/pnas.95.12.6881,1.5657361083722175e-17
10.1002/j.1460-2075.1991.tb08021.x,1.5657361083722175e-17
10.1016/s0014-5793(97)00990-3,1.5657361083722175e-17
10.1016/s0014-5793(97)01364-1,1.5657361083722175e-17
10.1016/s0014-5793(97)00240-8,1.5657361083722175e-17
10.1016/s0960-9822(06)00336-8,1.5657361083722175e-17
10.1042/bj3030015,1.5657361083722175e-17
10.1042/bj2940625,4.697208325116653e-17
10.1042/bj3200871,1.5657361083722175e-17
10.1038/378785a0,4.697208325116653e-17
10.1042/bj2960015,6.171513162917927e-10
10.1042/bj3030027,1.5657361083722175e-17
6249596,4.697208325116653e-17
2722778,1.5657361083722175e-17
10.1016/0962-8924(96)10023-4,4.697208325116653e-17
10.1016/0014-5793(96)00806-x,1.5657361083722175e-17
10.1016/s0014-5793(97)00490-0,1.5657361083722175e-17
7514173,1.5657361083722175e-17
10.1042/bj3110595,1.5657361083722175e-17
10.1042/bj3030701,4.697208325116653e-17
10.1016/s0960-9822(00)00246-3,6.9789530230390734e-12
10.1016/s0960-9822(06)00122-9,4.697208325116653e-17
10.1002/j.1460-2075.1993.tb05715.x,4.697208325116653e-17
10.1016/0197-4580(91)90032-f,1.0242523708934922e-14
10.1111/j.1749-6632.2000.tb05559.x,1.0242523708934922e-14
10.1074/jbc.m006531200,4.626243638557781e-14
10.1212/wnl.56.1.127,1.0242523708934922e-14
10.1016/s0079-6123(08)61267-4,1.0242523708934922e-14
10.1146/annurev.physiol.64.092501.114547,1.0242523708934922e-14
11778650,1.0245133269115543e-14
10.1006/exnr.1999.7307,1.0242523708934922e-14
10.1016/s0896-6273(02)00789-4,1.0242523708934922e-14
10.1016/s0165-0270(96)00121-5,1.0242523708934922e-14
10.1016/s0166-2236(00)01580-0,1.0242523708934922e-14
10.1101/gad.12.22.3499,3.131472216744435e-17
10.1016/s0014-5793(97)00688-1,6.26294443348887e-17
10.1021/bi00904a009,3.131472216744435e-17
10.1128/mcb.20.24.9356-9363.2000,3.131472216744435e-17
10.1042/bj3030021,3.131472216744435e-17
10.1101/gad.10.12.1443,3.131472216744435e-17
10.1016/s0021-9258(18)47901-x,3.131472216744435e-17
10.1038/89624,3.131472216744435e-17
10.1016/s0959-437x(00)00120-9,6.26294443348887e-17
10.1073/pnas.78.6.3483,3.131472216744435e-17
10.1016/s1074-5521(00)00025-9,3.131472216744435e-17
8384354,3.131472216744435e-17
10.1016/0092-8674(91)90241-p,8.054953018365332e-11
10.1016/s0092-8674(05)80065-0,3.131472216744435e-17
10.1128/mcb.15.5.2333,3.131472216744435e-17
10.1016/0014-5793(94)80112-6,6.171513319491538e-10
10.1074/jbc.m004812200,3.131472216744435e-17
10.1073/pnas.96.20.11217,3.131472216744435e-17
10.1016/s1097-2765(01)00253-2,3.131472216744435e-17
10.1016/s0960-9822(02)70790-2,3.131472216744435e-17
10.1038/202971a0,3.131472216744435e-17
10.1002/j.1460-2075.1996.tb01045.x,3.131472216744435e-17
10.1074/jbc.273.32.19929,3.131472216744435e-17
10.1074/jbc.m005342200,3.131472216744435e-17
10.1074/jbc.274.31.21790,3.131472216744435e-17
10.1016/s0014-5793(99)01161-8,3.131472216744435e-17
10.1016/s0092-8674(00)80324-4,3.131472216744435e-17
10.1016/s0092-8674(01)00374-9,6.26294443348887e-17
10.1016/s0092-8674(00)00122-7,3.131472216744435e-17
10.1042/bj3550609,3.131472216744435e-17
10.1016/s0092-8674(00)81208-8,3.131472216744435e-17
10.1101/gad.14.15.1837,3.131472216744435e-17
10.1101/gad.836800,3.131472216744435e-17
10.2337/diabetes.48.8.1662,3.131472216744435e-17
10.1016/s0960-9822(00)00441-3,3.131472216744435e-17
10.1073/pnas.93.16.8455,3.131472216744435e-17
10.1016/s0960-9822(98)70226-x,3.131472216744435e-17
10921899,3.131472216744435e-17
10.1016/s0014-5793(99)01434-9,3.131472216744435e-17
10.1101/gad.854900,3.131472216744435e-17
10.1093/emboj/18.21.5931,3.131472216744435e-17
10.1093/emboj/17.5.1371,6.26294443348887e-17
10.1093/emboj/18.15.4233,3.131472216744435e-17
10.1046/j.1471-4159.2001.t01-1-00251.x,3.131472216744435e-17
10.1242/dev.121.3.755,3.131472216744435e-17
10.1126/science.272.5264.1023,3.131472216744435e-17
10.1038/322371a0,3.131472216744435e-17
10.1042/bst0070459,3.131472216744435e-17
10.1016/s0167-4889(99)00158-5,3.131472216744435e-17
10.1073/pnas.220413597,3.131472216744435e-17
10.1111/j.1432-1033.1980.tb06059.x,3.131472216744435e-17
10.1111/j.1432-1033.1983.tb07140.x,3.131472216744435e-17
10.1038/35017574,3.131472216744435e-17
10.1042/bj3590001,3.131472216744435e-17
10.1038/374617a0,3.131472216744435e-17
10.2337/diabetes.50.5.937,3.131472216744435e-17
10.1042/bj2880309,3.131472216744435e-17
2820993,3.131472216744435e-17
10.1093/hmg/4.12.2373,6.187733642528063e-10
10.1016/s0140-6736(96)90261-5,6.187381471636441e-10
10.1038/ng1095-219,7.796284378811397e-10
10.1016/s0140-6736(95)91723-3,6.187381471636441e-10
10.1093/hmg/5.7.985,3.183838974680407e-10
10.1016/0896-6273(95)90307-0,3.183838974680407e-10
4001707,7.622098697416733e-10
10.1002/pro.5560010804,3.183838974680407e-10
10.1021/bi00405a042,3.183838974680407e-10
10.1016/0169-328x(88)90017-4,2.4256777516737346e-09
10.1016/0014-5793(92)81278-t,1.230184888225582e-09
10.1038/nm0796-783,7.289704207957087e-12
10.1097/00005072-199701000-00007,6.978906050955823e-12
10.1016/s0003-2697(76)80064-4,6.978874736233655e-12
1464604,6.978874736233655e-12
10.1242/dev.119.4.1029,6.185875618026551e-10
10.1073/pnas.89.22.10867,6.978874736233655e-12
10.1016/0197-4580(95)97327-d,6.978874736233655e-12
10.1046/j.1471-4159.1997.68010106.x,6.978874736233655e-12
10.1007/bf01888367,6.978874736233655e-12
10.1016/0006-8993(96)00523-9,6.978874736233655e-12
10.1083/jcb.129.2.397,6.978874736233655e-12
10.1006/exer.1993.1158,1.5657361083722175e-17
10.1016/0014-4835(91)90248-d,1.5657361083722175e-17
10.1016/s0161-6420(84)34309-3,1.5657361083722175e-17
12764254,1.5657361083722175e-17
10.1073/pnas.192203399,1.5657361083722175e-17
10.1016/s0161-6420(96)30684-2,1.5657361083722175e-17
10.1016/s0197-4580(98)00033-5,1.5657361083722175e-17
10.1016/s0039-6257(05)80092-x,1.5657361083722175e-17
10.1136/bjo.81.2.154,1.5657361083722175e-17
10.1016/s0002-9440(10)64063-1,1.5657361083722175e-17
10.1038/nm0195-27,1.5657361083722175e-17
14645482,1.5657361083722175e-17
10.1186/1471-2415-3-5,1.5657361083722175e-17
10.1001/archopht.121.5.658,1.5657361083722175e-17
10.1111/j.1750-3639.2004.tb00087.x,1.5657361083722175e-17
8759365,1.5657361083722175e-17
10.1016/s0002-9440(10)62248-1,1.5657361083722175e-17
10.1016/j.molimm.2004.02.005,1.5657361083722175e-17
10.1074/jbc.m308203200,3.131472216744435e-17
10.1016/s0002-9394(02)01549-0,1.5657361083722175e-17
11581219,1.5657361083722175e-17
10.1093/emboj/cdf609,1.5657361083722175e-17
10.1016/s0014-4835(03)00023-x,1.5657361083722175e-17
10.1016/s0161-6420(01)00554-1,1.5657361083722175e-17
10.1385/jmn:23:1-2:097,1.5657361083722175e-17
9212753,1.5657361083722175e-17
10.1126/science.1109557,1.5657361083722175e-17
10.1126/science.1110189,1.5657361083722175e-17
10.1126/science.1110359,1.5657361083722175e-17
10.1002/jcp.10026,1.5657361083722175e-17
10.1016/s0896-6273(01)00248-3,1.5657361083722175e-17
10.1001/archopht.117.3.329,1.5657361083722175e-17
10.1167/iovs.04-0516,1.5657361083722175e-17
10.1167/iovs.04-0761,1.5657361083722175e-17
10.1126/science.285.5425.245,1.5657361083722175e-17
10.1001/archopht.1990.01070120090035,1.5657361083722175e-17
10.1097/00005072-199703000-00006,1.5657361083722175e-17
2668219,1.5657361083722175e-17
10.1523/jneurosci.4042-03.2004,1.8266921264342538e-17
10.1161/01.str.28.10.1948,1.5657361083722175e-17
10.1161/01.str.27.7.1155,1.5657361083722175e-17
10.1016/j.exer.2003.10.011,1.5657361083722175e-17
10.1056/nejm199111143252004,1.5657361083722175e-17
10.1136/bjo.85.10.1153,1.5657361083722175e-17
10.1073/pnas.031252398,1.5657361083722175e-17
10.1038/sj.mp.4000852,3.131472216744435e-17
9886079,3.131472216744435e-17
10.1042/bj2960297,3.131472216744435e-17
10.1016/s0197-4580(99)00063-9,3.131472216744435e-17
10.1007/s007020050068,3.131472216744435e-17
10.1016/0197-4580(95)00027-c,3.131472216744435e-17
10.1016/0197-4580(94)00160-3,3.131472216744435e-17
10.1016/s0021-9258(18)98476-0,3.131472216744435e-17
10.1038/nature01640,3.131472216744435e-17
10.1083/jcb.200201098,3.131472216744435e-17
10.1016/s0006-8993(98)00347-3,3.131472216744435e-17
10.1002/j.1460-2075.1996.tb00830.x,3.131472216744435e-17
10.1016/s0006-8993(97)01215-8,3.131472216744435e-17
10.1073/pnas.95.10.5562,3.131472216744435e-17
10.1007/s004010100435,3.131472216744435e-17
10.1046/j.1471-4159.1998.71062465.x,3.131472216744435e-17
10.1016/s0014-5793(00)02203-1,3.131472216744435e-17
10.1016/s0301-0082(01)00011-9,6.26294443348887e-17
10.1038/385544a0,3.131472216744435e-17
8887544,3.131472216744435e-17
10.1093/oxfordjournals.aje.a009106,3.131472216744435e-17
10.1001/archneur.57.6.808,3.131472216744435e-17
10.1016/s0021-9258(18)41866-2,3.131472216744435e-17
10.1016/s0014-5793(00)01234-5,3.131472216744435e-17
10.1126/science.275.5300.665,3.131472216744435e-17
1324914,3.131472216744435e-17
10.1006/bbrc.2000.4169,3.131472216744435e-17
10.1073/pnas.94.1.298,3.131472216744435e-17
10.1046/j.1471-4159.1999.720273.x,3.131472216744435e-17
11866882,3.131472216744435e-17
10.1016/s0165-6147(02)02037-0,3.131472216744435e-17
10.1212/wnl.50.1.164,3.131472216744435e-17
10.1046/j.1471-4159.2002.01269.x,3.131472216744435e-17
10.1042/bss0670163,3.131472216744435e-17
10.1097/00005072-199909000-00011,3.131472216744435e-17
1874734,3.131472216744435e-17
10.1023/a:1007587315630,3.131472216744435e-17
10.1016/s0021-9258(19)50102-8,6.115973890523712e-10
10.1152/physrev.1995.75.4.835,3.131472216744435e-17
10.1093/emboj/20.1.27,6.26294443348887e-17
10.1523/jneurosci.16-18-05688.1996,1.0662241139363386e-10
7537408,1.0662241139363386e-10
10.1073/pnas.90.18.8424,1.0662241139363386e-10
10.1038/271557a0,1.0662241139363386e-10
10.1038/nm0796-788,1.0662241139363386e-10
10.1046/j.1471-4159.1995.65041740.x,2.496606228589554e-10
10.1038/374640a0,1.0662241139363386e-10
10.1523/jneurosci.18-12-04439.1998,1.0662241139363386e-10
8795624,1.0662241139363386e-10
10.1016/0166-2236(95)80018-w,1.0662241139363386e-10
10.1006/nlme.1997.3815,3.8329833947112013e-16
10.1006/nlme.2002.4082,3.8329833947112013e-16
10.1146/annurev.ne.15.030192.002033,3.8329833947112013e-16
10.1016/0166-4328(90)90072-m,3.8329833947112013e-16
10.1001/archneur.1994.00540200048015,3.8329833947112013e-16
10.1038/nrn1385,3.8329833947112013e-16
10.1159/000074081,3.8329833947112013e-16
10.1073/pnas.91.18.8477,3.8329833947112013e-16
10.1021/bi0267590,3.8329833947112013e-16
10.1159/000051269,3.8329833947112013e-16
10.1001/archneur.61.1.59,3.8329833947112013e-16
10.1093/brain/122.3.383,3.8329833947112013e-16
10.1073/pnas.96.20.11642,3.8329833947112013e-16
10.1111/j.1471-4159.2004.02185.x,3.8329833947112013e-16
10.1016/0197-4580(95)00082-p,3.8329833947112013e-16
10.1093/brain/awg236,3.8329833947112013e-16
10.1034/j.1600-0447.2003.00081.x,3.8329833947112013e-16
10.1074/jbc.270.9.4854,3.131472216744435e-17
10.1074/jbc.m006219200,3.131472216744435e-17
10.1074/jbc.272.45.28328,3.131472216744435e-17
10.1074/jbc.m003738200,4.436252307054617e-17
10.1111/j.1432-1033.1982.tb06896.x,3.131472216744435e-17
10.1038/sj.onc.1203359,3.131472216744435e-17
10.1016/s0021-9258(19)49492-1,3.131472216744435e-17
10.1007/bf01025031,3.131472216744435e-17
10.1074/jbc.272.40.25326,3.131472216744435e-17
10.1074/jbc.m010002200,3.131472216744435e-17
10.1074/jbc.m000784200,3.131472216744435e-17
10.1111/j.1471-4159.1993.tb03173.x,3.131472216744435e-17
10.1016/0306-4522(96)00126-1,3.131472216744435e-17
10.1016/0955-0674(94)90119-8,3.108294717234326e-13
10.1242/jcs.109.6.1537,3.131472216744435e-17
10.1016/0304-3940(92)90839-y,3.131472216744435e-17
10.1021/bi00485a011,3.131472216744435e-17
10.1006/bbrc.2000.2222,3.1380467733641987e-12
